date,open,close,delta_price,vola,btc,twtr
2014-10-13,377.92099,390.414001,3.2522564505482077,,13377975.0,22018.0
2014-10-14,391.691986,400.869995,2.3161391819600903,,13386725.0,25804.0
2014-10-15,400.954987,394.77301,-1.5538227641582167,,13390475.0,23992.0
2014-10-16,394.518005,382.556,-3.078973151600154,3.929192924665392,13389925.0,24445.0
2014-10-17,382.756012,383.757996,0.261439337118464,3.92596388344745,13398050.0,21491.0
2014-10-18,383.976013,391.441986,1.9257236051689126,3.7346444442686026,13401400.0,20572.0
2014-10-19,391.253998,389.54599,-0.4375027537513644,3.501602882567095,13401650.0,18259.0
2014-10-20,389.230988,382.845001,-1.6542756734426942,3.4458543567149214,13408350.0,23312.0
2014-10-21,382.42099,386.475006,1.0545128569134234,3.430617401488661,13412625.0,22499.0
2014-10-22,386.118011,383.15799,-0.769564006819622,3.428565310739574,13416200.0,20348.0
2014-10-23,382.962006,358.416992,-6.62386925243018,3.259204387949337,13413500.0,21036.0
2014-10-24,358.591003,358.345001,-0.06862593265843872,3.232204541861896,13424075.0,11147.0
2014-10-25,358.610992,347.270996,-3.213276978939008,3.243542723448605,13427325.0,22449.0
2014-10-26,347.487,354.70401,2.055641281098761,3.2706104175749324,13425225.0,20090.0
2014-10-27,354.777008,352.989014,-0.5052510993916747,3.268933794965935,13434800.0,21632.0
2014-10-28,353.214996,357.618011,1.238848300246099,3.12290409220185,13438400.0,20173.0
2014-10-29,357.088989,335.591003,-6.209185409201268,3.310451501277108,13436800.0,22081.0
2014-10-30,335.709015,345.304993,2.81833062217091,3.3095333524808375,13447425.0,22855.0
2014-10-31,345.009003,338.321014,-1.9575322020856711,3.320274783897061,13451425.0,22906.0
2014-11-01,338.649994,325.748993,-3.883998327103413,3.362524608294978,13448500.0,30263.0
2014-11-02,326.075012,325.891998,-0.05614210596548432,3.2858047606118386,13459400.0,21408.0
2014-11-03,325.569,327.553986,0.6078463487798732,2.849906290683342,13460300.0,26060.0
2014-11-04,327.161011,330.492004,1.0130027260001078,2.8133007707764963,13467500.0,20992.0
2014-11-05,330.683014,339.485992,2.627243057526863,2.80160353372118,13471125.0,20871.0
2014-11-06,339.458008,349.290009,2.855229691094327,2.832564787947779,13474725.0,24348.0
2014-11-07,349.817993,342.415009,-2.1389521223029657,2.7141887171943098,13472300.0,24244.0
2014-11-08,342.153992,345.488007,0.9697025865887653,2.640406149619907,13482100.0,18964.0
2014-11-09,345.376007,363.264008,5.049616576931702,2.803465395376683,13486050.0,18949.0
2014-11-10,362.265015,366.924011,1.277874250275941,2.812677094579163,13483950.0,22516.0
2014-11-11,365.856995,367.695007,0.5011276205285459,2.697712735442447,13492950.0,23156.0
2014-11-12,367.984985,423.561005,14.065541759865354,3.695728116870284,13496600.0,25601.0
2014-11-13,427.27301,420.734985,-1.5420030442052817,3.6896583253612247,13495475.0,26798.0
2014-11-14,418.416992,397.817993,-5.048392711179392,3.7989879342102606,13504000.0,23449.0
2014-11-15,399.649994,376.132996,-6.064635544465248,3.920614408258089,13507625.0,21104.0
2014-11-16,374.730011,387.881989,3.449534529740256,3.972539209011199,13507175.0,21652.0
2014-11-17,388.348999,387.40799,-0.24260418530105393,3.9568269116334007,13515175.0,25728.0
2014-11-18,387.785004,375.197998,-3.299719134670635,4.0013051621924305,13518600.0,28238.0
2014-11-19,373.895996,380.554993,1.7653021930763406,4.004888605625787,13518725.0,25117.0
2014-11-20,380.307007,357.839996,-6.089289174575338,4.149243727362271,13525125.0,23707.0
2014-11-21,357.878998,350.847992,-1.984187641593826,4.160426820508574,13529075.0,24577.0
2014-11-22,351.604004,352.920013,0.37358855024251914,3.985423240066017,13532600.0,22344.0
2014-11-23,353.174988,367.572998,3.995828212113576,4.053430867857376,13530325.0,20544.0
2014-11-24,366.947998,376.901001,2.676241295443124,4.030940304589667,13539675.0,25545.0
2014-11-25,376.885986,375.347992,-0.4089142974282014,4.018542248949791,13543250.0,25985.0
2014-11-26,376.019012,368.369995,-2.055185167415284,4.037774635369219,13542025.0,27929.0
2014-11-27,370.502014,369.670013,-0.22481296781487375,4.032922558139491,13550400.0,25790.0
2014-11-28,369.373993,376.446991,1.8967581240902032,3.864016098912271,13554175.0,24830.0
2014-11-29,376.152008,375.490997,-0.17588434030722272,3.8370343876986075,13553800.0,26555.0
2014-11-30,375.51001,378.046997,0.6733389940508131,3.8144830443036586,13561650.0,20117.0
2014-12-01,378.248993,379.244995,0.2629730637509071,3.7298551793299444,13565200.0,26508.0
2014-12-02,379.25,381.315002,0.5430192209189937,3.728428272254086,13565550.0,32744.0
2014-12-03,381.721985,375.01001,-1.7739836734753291,3.7515821148133623,13571925.0,24990.0
2014-12-04,375.717987,369.604004,-1.6406654356589125,3.7686460211350523,13575675.0,26370.0
2014-12-05,369.441986,376.854004,1.9864133854606458,3.7570513119413094,13579300.0,25043.0
2014-12-06,376.756989,374.785004,-0.5247849206186765,3.7290331968620953,13577300.0,21503.0
2014-12-07,374.835999,375.095001,0.06907355751338953,3.7027889658355857,13586100.0,21983.0
2014-12-08,374.964996,361.908997,-3.543988689421757,3.7650899113133742,13589575.0,24899.0
2014-12-09,361.894989,352.218994,-2.7100959914014613,3.6812307063234138,13589175.0,27224.0
2014-12-10,352.204987,346.36499,-1.6720252079064868,3.681824551346343,13597300.0,25421.0
2014-12-11,344.339996,350.506012,1.7748329234726399,3.6977928133102327,13600850.0,32162.0
2014-12-12,350.833008,352.541992,0.4859391826408417,2.545011496714729,13601000.0,25383.0
2014-12-13,352.381012,347.376007,-1.4305223715056088,2.54372247368555,13607725.0,26584.0
2014-12-14,346.72699,351.631989,1.404744495637363,2.427507170332354,13611550.0,23579.0
2014-12-15,351.360992,345.345001,-1.7270241932145565,2.197777501533199,13614875.0,26094.0
2014-12-16,345.673004,327.062012,-5.534346098637681,2.2836526086484055,13613125.0,27622.0
2014-12-17,326.855011,319.776001,-2.189592732632725,2.3015935277332114,13621525.0,28350.0
2014-12-18,319.785004,311.395996,-2.6583506236159167,2.2788632319268776,13624625.0,26969.0
2014-12-19,311.178986,317.842987,2.1189244955070894,2.292471246922583,13625025.0,23574.0
2014-12-20,317.618988,329.955994,3.810678057318867,2.185502548925868,13631775.0,23524.0
2014-12-21,329.542999,320.842987,-2.6754976760495186,2.207701958353098,13635000.0,21411.0
2014-12-22,321.067993,331.885986,3.3138577373666718,2.3017065050589895,13639050.0,23172.0
2014-12-23,332.016998,334.571991,0.7665909741725286,2.1706019319089496,13637125.0,25504.0
2014-12-24,334.38501,322.533997,-3.608450591667912,2.1761808416809374,13647050.0,24192.0
2014-12-25,322.286011,319.007996,-1.0223215916817852,2.1780316233789634,13650650.0,21216.0
2014-12-26,319.152008,327.924011,2.7114404368505465,2.2364163693233725,13648650.0,21728.0
2014-12-27,327.583008,315.863007,-3.643288506473071,2.314160567674621,13658825.0,21543.0
2014-12-28,316.160004,317.239014,0.34070499419723616,2.2759333949159353,13663050.0,18427.0
2014-12-29,317.700989,312.670013,-1.5962291430832003,2.2828116290054217,13660525.0,19605.0
2014-12-30,312.718994,310.737,-0.635810930042728,2.270314994098024,13670575.0,19477.0
2014-12-31,310.914001,320.192993,2.9407567301536823,2.3577233089502365,13674725.0,20017.0
2015-01-01,320.434998,314.248993,-1.9493798428367852,2.3620076919041453,13672475.0,18681.0
2015-01-02,314.07901,315.032013,0.3029683773213839,2.3576664448408615,13682825.0,9385.0
2015-01-03,314.846008,281.082001,-11.343721053250869,3.0694455820259887,13686975.0,
2015-01-04,281.145996,264.195007,-6.218659978075871,3.1690485027015045,13684275.0,7300.0
2015-01-05,265.084015,274.473999,3.4809721675535186,3.2789909415176686,13695100.0,23092.0
2015-01-06,274.610992,286.188995,4.129689258566048,3.4068668129476833,13698800.0,25041.0
2015-01-07,286.076996,294.337006,2.8464398403462514,3.4346071556684024,13696425.0,26987.0
2015-01-08,294.13501,283.348999,-3.735952974156389,3.4605975413696437,13705975.0,22546.0
2015-01-09,282.382996,290.40799,2.802250500459413,3.5135862965973934,13709500.0,30439.0
2015-01-10,287.303009,274.79599,-4.450847149231451,3.554667802639761,13708150.0,22162.0
2015-01-11,274.608002,265.660004,-3.3127322716194834,3.576145928644436,13717275.0,20760.0
2015-01-12,266.145996,267.79599,0.6180443926307175,3.585057502757816,13719900.0,24861.0
2015-01-13,267.394012,225.860992,-16.880354061182544,4.602952566522579,13719850.0,30086.0
2015-01-14,223.893997,178.102997,-22.881069438994963,6.044181421739018,13727150.0,35414.0
2015-01-15,176.897003,209.843994,17.07967096796415,6.948552380705333,13727150.0,26417.0
2015-01-16,209.070007,208.097,-0.46648404505540847,6.948790827017016,13734300.0,26448.0
2015-01-17,207.834,199.259995,-4.212920462144679,6.964837727267883,13731825.0,19187.0
2015-01-18,200.050003,210.339005,5.015318834476253,7.0347225381304925,13741900.0,24812.0
2015-01-19,211.470993,214.860992,1.5903430043232092,6.990833523632288,13744900.0,27548.0
2015-01-20,212.906998,211.315002,-0.7505520569249984,6.987142648510545,13743500.0,26982.0
2015-01-21,211.378006,226.897003,7.084815494815688,7.1057777915030185,13752075.0,24660.0
2015-01-22,227.322006,233.406006,2.6411911214716555,7.131559937197932,13755175.0,25882.0
2015-01-23,233.516998,232.878998,-0.2735874250313554,7.117154592969528,13755350.0,24058.0
2015-01-24,232.699997,247.847,6.306156288199867,7.240806439709764,13761350.0,32718.0
2015-01-25,247.352005,253.718002,2.5410978348404516,7.238065782113055,13764525.0,21312.0
2015-01-26,254.078995,273.472992,7.355764483917223,7.364158624191106,13768150.0,33929.0
2015-01-27,273.166992,263.475006,-3.6124790892609866,7.386010880217992,13766975.0,26135.0
2015-01-28,263.351013,233.914993,-11.853002093542147,7.669517699190594,13776350.0,27422.0
2015-01-29,233.348007,233.513,0.07068185365461893,7.671318733666027,13779825.0,25184.0
2015-01-30,232.772003,226.425003,-2.7645669087301497,7.645088837940346,13779225.0,22919.0
2015-01-31,226.440994,217.464005,-4.045105626244571,7.663351148258827,13787950.0,18146.0
2015-02-01,216.867004,226.972,4.5542380998615055,7.729172812875008,13791625.0,19445.0
2015-02-02,226.490997,238.229004,5.052721694410991,7.546882575234608,13791450.0,24761.0
2015-02-03,237.453995,227.268005,-4.384393960619446,7.505513908505611,13799025.0,33419.0
2015-02-04,227.511002,226.852997,-0.28963802653796356,7.470664953050974,13802700.0,22995.0
2015-02-05,227.664993,217.110992,-4.746651283659728,7.457804005072035,13803125.0,28935.0
2015-02-06,216.923004,222.266006,2.4332419498239535,7.451273354286688,13811375.0,23289.0
2015-02-07,222.632996,227.753998,2.2741432456439785,7.449959157289962,13814575.0,19540.0
2015-02-08,227.692993,223.412003,-1.8980585719883507,7.425685321288744,13815275.0,20792.0
2015-02-09,223.389008,220.110001,-1.4787256264467938,7.394231545560595,13822200.0,24642.0
2015-02-10,220.281998,219.839005,-0.20130516225233674,7.377267560411929,13825950.0,24331.0
2015-02-11,219.731995,219.184998,-0.24924862418544746,7.374282338592712,13827000.0,39339.0
2015-02-12,219.207993,221.764008,1.1592770606178422,6.703068045142571,13832850.0,25742.0
2015-02-13,221.968994,235.427002,5.886318967843248,5.2011507810603375,13836875.0,27697.0
2015-02-14,235.528,257.321014,8.849458479878338,4.4921682724466265,13840225.0,19041.0
2015-02-15,257.506989,234.824997,-9.220631837792514,4.842536514330309,13838450.0,21846.0
2015-02-16,234.824997,233.843002,-0.4190584546683867,4.766100715803959,13848050.0,24782.0
2015-02-17,233.421997,243.610001,4.272062865989712,4.7439920664630515,13852075.0,24354.0
2015-02-18,243.779999,236.326004,-3.1053950436451894,4.78507119007921,13850300.0,22628.0
2015-02-19,236.410004,240.283005,1.6249813405010953,4.785493381164275,13860325.0,24979.0
2015-02-20,240.251007,243.779007,1.4577866565735833,4.6241159129560945,13863775.0,29514.0
2015-02-21,243.751999,244.533997,0.3203035413579134,4.602346649960554,13862050.0,20543.0
2015-02-22,244.544006,235.977005,-3.5660912522202604,4.652696097253739,13870975.0,20579.0
2015-02-23,235.994995,238.891998,1.220096141091079,4.508331632988216,13874425.0,23428.0
2015-02-24,238.998001,238.735001,-0.11010335290547908,4.48083663820667,13873750.0,24385.0
2015-02-25,238.889999,237.470001,-0.5961886833666824,4.248852183188668,13881925.0,24137.0
2015-02-26,237.337006,236.425995,-0.3845855927727534,4.206547920740319,13885875.0,26283.0
2015-02-27,236.436005,253.828003,7.097930475401378,3.8231581439996374,13885625.0,30545.0
2015-02-28,253.520004,254.263,0.29264332378171504,3.822926269098151,13893000.0,20811.0
2015-03-01,254.283005,260.201996,2.3010397391597275,3.79461261859869,13896750.0,18895.0
2015-03-02,260.356995,275.670013,5.715079841263168,3.812511531738491,13897425.0,23297.0
2015-03-03,275.04599,281.701996,2.391144036146426,3.7590513387934865,13904525.0,25764.0
2015-03-04,281.98999,273.09201,-3.206280248505829,3.733386560734255,13907375.0,25007.0
2015-03-05,272.739014,276.178009,1.253027270614134,3.621983105022088,13911325.0,24174.0
2015-03-06,275.600006,272.722992,-1.0493962181492809,3.6313217256523522,13909325.0,22774.0
2015-03-07,272.294006,276.260986,1.4463633415808368,3.4895352294569384,13918750.0,19322.0
2015-03-08,276.433014,274.354004,-0.7549269702688776,3.487162137974899,13922050.0,19396.0
2015-03-09,274.812012,289.606995,5.243754304212797,3.5741352282661003,13921125.0,23937.0
2015-03-10,289.862,291.76001,0.6526633121902368,3.537652744880569,13929975.0,28378.0
2015-03-11,291.524994,296.378998,1.6513289136421077,3.511297910198357,13933300.0,25733.0
2015-03-12,296.127014,294.354004,-0.6005325402256918,3.5167563966004227,13933075.0,24527.0
2015-03-13,294.118011,285.337006,-3.03101258731334,3.5864254139844745,13940125.0,25574.0
2015-03-14,284.441986,281.88501,-0.9030095309766315,3.6008815720440843,13943800.0,21952.0
2015-03-15,281.424988,286.393005,1.7499071304809544,3.4774466150462136,13944525.0,24161.0
2015-03-16,285.684998,290.592987,1.7033819783783308,3.12599280533626,13950650.0,24071.0
2015-03-17,290.595001,285.505005,-1.7670989057843576,2.579443679464882,13954175.0,36584.0
2015-03-18,285.066986,256.299011,-10.63794166445842,3.3046460816704046,13957750.0,24807.0
2015-03-19,255.880005,260.928009,1.953593756671492,3.2363112826654197,13956200.0,31393.0
2015-03-20,260.955994,261.748993,0.30342148175934935,3.172611542665174,13964850.0,26773.0
2015-03-21,261.644012,260.024994,-0.6207089857736308,3.169016909290962,13968175.0,23297.0
2015-03-22,259.916992,267.959991,3.047536355071228,3.2018632288247777,13967750.0,27846.0
2015-03-23,267.894989,266.73999,-0.432070793049501,3.2052148467971495,13976150.0,34762.0
2015-03-24,266.576996,245.595001,-8.19792756187556,3.498287825867535,13980300.0,31576.0
2015-03-25,247.472,246.197006,-0.5165391464216227,3.4950392772645937,13979375.0,35297.0
2015-03-26,246.276001,248.531998,0.9118739539304721,3.4975662063538877,13988325.0,37079.0
2015-03-27,248.565994,247.029007,-0.6202612716139776,3.4977501442530547,13992075.0,36691.0
2015-03-28,246.975006,252.798004,2.3303625447417664,3.5180657148415655,13990975.0,31697.0
2015-03-29,252.740005,242.712997,-4.048164910506688,3.3554883809179237,13999400.0,31897.0
2015-03-30,242.878998,247.526001,1.8952262331673144,3.3748961230048447,14003125.0,38669.0
2015-03-31,247.453995,244.223999,-1.313885309215296,3.352102816980079,14002650.0,35388.0
2015-04-01,244.223007,247.272003,1.2407186445284557,3.1755809140376416,14010350.0,34237.0
2015-04-02,247.089005,253.005005,2.3660655291364425,3.1748428745178883,14014125.0,29264.0
2015-04-03,253.074005,254.322006,0.4919248435705786,3.1308714839943836,14014375.0,30317.0
2015-04-04,254.291,253.697006,-0.23386153362005432,3.1186838672233863,14021750.0,27885.0
2015-04-05,253.761002,260.597992,2.6586072314036886,3.159448167987668,14024975.0,29227.0
2015-04-06,260.721008,255.492004,-2.0259787083439815,3.163143369992218,14028950.0,29046.0
2015-04-07,255.274002,253.179993,-0.8236815364238514,3.1635466172743265,14026225.0,29994.0
2015-04-08,253.063995,245.022003,-3.2294386730963196,3.031413092905623,14035500.0,37076.0
2015-04-09,244.751007,243.675995,-0.4401942281985644,3.023205967425862,14039050.0,37353.0
2015-04-10,243.694,236.072006,-3.1776471234652237,3.029335464335762,14038050.0,28657.0
2015-04-11,236.016006,236.552002,0.2268440608637269,3.03433803354635,14045875.0,27225.0
2015-04-12,236.535004,236.153,-0.16163053850786446,3.003547107833183,14049400.0,25877.0
2015-04-13,235.949997,224.587006,-4.935671878970065,3.1056621021767477,14049725.0,29205.0
2015-04-14,224.759003,219.158997,-2.523125029680666,3.0852867562133177,14056425.0,30124.0
2015-04-15,219.072998,223.832993,2.1495208340237304,3.099241168585072,14059875.0,28598.0
2015-04-16,223.917007,228.572998,2.058014666196973,3.13952571511551,14063225.0,34517.0
2015-04-17,228.574997,222.882004,-2.5221869549123017,2.5522827883852166,14061325.0,28275.0
2015-04-18,222.852997,223.356003,0.2254576725569561,2.5148544737216856,14069950.0,25659.0
2015-04-19,223.455994,222.600006,-0.3838034017078784,2.5101211674747645,14074100.0,26993.0
2015-04-20,222.612,224.626007,0.9006482376705687,2.524045610530388,14073025.0,28470.0
2015-04-21,224.619995,235.268997,4.631946432119044,2.615803152948392,14081650.0,32701.0
2015-04-22,235.602005,234.175995,-0.6071013882698137,2.6159570638854506,14085100.0,30895.0
2015-04-23,234.052994,236.462006,1.0239984060723732,2.180383607737032,14084750.0,30202.0
2015-04-24,235.970001,231.268005,-2.012744971800583,2.206055506744494,14091950.0,35266.0
2015-04-25,231.235001,226.389999,-2.1175342423400125,2.222758285407877,14095675.0,25715.0
2015-04-26,226.410004,219.429993,-3.131428948500699,2.2817639521803392,14096275.0,36471.0
2015-04-27,219.429001,229.285995,4.394138847443929,2.3947034177972997,14103050.0,39066.0
2015-04-28,228.968994,225.854996,-1.369341427463603,2.2986875661119655,14106275.0,31957.0
2015-04-29,225.591003,225.807999,0.0961437733596324,2.2646863057866287,14109600.0,30639.0
2015-04-30,225.692993,236.145004,4.527040236768266,2.4189864770231835,14107825.0,29720.0
2015-05-01,235.938995,232.078995,-1.649546644664672,2.4217083035318483,14116950.0,27237.0
2015-05-02,232.341003,234.929993,1.1081434609536929,2.3866241038890563,14120400.0,25012.0
2015-05-03,234.880005,240.358002,2.305472018635811,2.428106475234036,14119650.0,27042.0
2015-05-04,240.356003,239.018005,-0.5582286282601706,2.4291320075769107,14127550.0,29448.0
2015-05-05,238.852005,236.121002,-1.149974022209125,2.374641548739907,14131125.0,27820.0
2015-05-06,236.248993,229.781998,-2.7755279269750432,2.397201466750725,14131300.0,29624.0
2015-05-07,229.662003,237.334,3.2859755830239488,2.4839146451700356,14138850.0,27526.0
2015-05-08,237.203995,243.863007,2.768611159277159,2.472509528182404,14142000.0,25655.0
2015-05-09,243.768997,241.832001,-0.7977768914300576,2.4755957338589014,14145225.0,23791.0
2015-05-10,241.729004,240.296005,-0.5945762957806069,2.4053949801779604,14143000.0,31503.0
2015-05-11,240.298996,242.158005,0.7706461701721258,2.408583577917875,14152900.0,32317.0
2015-05-12,242.145004,241.112,-0.4275180969195164,2.4100626061444803,14156950.0,30635.0
2015-05-13,241.397995,236.376999,-2.1019019068312947,2.2569813807690897,14154775.0,30934.0
2015-05-14,236.214005,236.929001,0.3022327436701614,2.1983042084492417,14164575.0,31708.0
2015-05-15,236.955002,237.604996,0.2739356073862446,2.169736724622163,14167775.0,42997.0
2015-05-16,237.643997,236.153,-0.6293842853692763,2.146405734339704,14166825.0,32407.0
2015-05-17,236.009995,236.802002,0.33502015422867176,2.087419099375857,14175525.0,32810.0
2015-05-18,236.886993,233.128006,-1.599551994926576,2.1137251669808528,14178925.0,34624.0
2015-05-19,233.037003,231.947006,-0.46883289551979157,2.1145371885954733,14178425.0,34750.0
2015-05-20,231.889999,234.018005,0.9134939858119204,2.1146941036125524,14186300.0,30108.0
2015-05-21,234.016006,235.343994,0.5658733354578825,1.9412637977801221,14189850.0,27578.0
2015-05-22,235.320999,240.348007,2.1137366961268764,1.974107341141005,14189975.0,29926.0
2015-05-23,240.285995,238.871994,-0.5902041235161639,1.9704257979863289,14196375.0,27166.0
2015-05-24,238.975998,240.953003,0.823878606514783,1.9353014108402857,14199975.0,27968.0
2015-05-25,240.927002,237.110001,-1.596981864641787,1.9164738414041116,14203350.0,30637.0
2015-05-26,237.104004,237.115997,0.005057989952879736,1.8128281608080399,14201525.0,34578.0
2015-05-27,237.065002,237.283005,0.09191691000346769,1.637511738810266,14210275.0,29218.0
2015-05-28,237.257004,237.408005,0.06362424119356597,1.612904806196039,14214200.0,23591.0
2015-05-29,237.376999,237.095993,-0.11844974849700537,1.6137668008732393,14213100.0,24045.0
2015-05-30,237.091995,233.345001,-1.5930180964884386,1.4195462625762632,14220975.0,23844.0
2015-05-31,233.134995,230.190002,-1.2712599927496397,1.4062896003439616,14224400.0,24048.0
2015-06-01,230.233002,222.925995,-3.225199291051971,1.5056474577527716,14224675.0,27087.0
2015-06-02,222.893997,225.802994,1.2966602479541922,1.459172298376701,14231600.0,28566.0
2015-06-03,225.735992,225.873993,0.061115125386502024,1.4582554686558171,14235150.0,34732.0
2015-06-04,225.772003,224.324005,-0.6434196125794055,1.4494906518943784,14238700.0,76661.0
2015-06-05,224.154007,224.951996,0.3553681467017144,1.364823731896073,14236225.0,28700.0
2015-06-06,225.005005,225.619003,0.27251028310583625,1.2129452361671667,14246900.0,27936.0
2015-06-07,225.595993,222.880997,-1.210777466069986,1.0939748509890166,14250425.0,26086.0
2015-06-08,222.878998,228.488998,2.485904604992952,1.200263670594653,14247950.0,46002.0
2015-06-09,228.537994,229.048004,0.22291338171068587,1.1997597230893804,14258425.0,43106.0
2015-06-10,228.994995,228.802994,-0.08388023358375818,1.1872081451919907,14259650.0,26645.0
2015-06-11,228.854996,229.705002,0.37072879328598746,1.1903927578518587,14265700.0,52355.0
2015-06-12,229.705002,229.981995,0.12051375624375356,1.1326551057449397,14269650.0,36988.0
2015-06-13,229.919998,232.401993,1.0737187040445237,1.150220470091191,14273275.0,21875.0
2015-06-14,232.442001,233.542999,0.4725474205319081,1.1527349596234295,14271575.0,46935.0
2015-06-15,233.421997,236.822998,1.4465056885126337,1.1785381552899519,14280100.0,28128.0
2015-06-16,236.764999,250.895004,5.796645705035648,1.5813907791368875,14283650.0,84152.0
2015-06-17,250.822998,249.283997,-0.6154706387031306,1.552611993232812,14283325.0,35914.0
2015-06-18,249.427994,249.007004,-0.1689247752662698,1.5488659754775238,14291525.0,38557.0
2015-06-19,249.042999,244.606003,-1.7976803241569737,1.587305438156177,14294875.0,28107.0
2015-06-20,244.529999,245.212006,0.27851702892853,1.585622056794562,14294975.0,25438.0
2015-06-21,245.100006,243.944,-0.4727624258426835,1.5448396983503272,14301625.0,23500.0
2015-06-22,243.968994,246.990005,1.2306726774024195,1.5540877021685442,14305200.0,27394.0
2015-06-23,246.927002,244.296005,-1.0712129201218505,1.5630790419290908,14308975.0,28352.0
2015-06-24,244.281998,240.514999,-1.554083395466871,1.5615305332802256,14306725.0,36725.0
2015-06-25,240.365005,242.798996,1.0075301904982858,1.5709978363994996,14316675.0,26008.0
2015-06-26,242.604004,243.593994,0.4072379451420413,1.5720376072813866,14319875.0,23984.0
2015-06-27,243.548996,250.990005,3.0094979734537577,1.6589935212026607,14318325.0,23636.0
2015-06-28,250.955002,249.011002,-0.7776567932173096,1.6677371249175303,14326975.0,25663.0
2015-06-29,248.720993,257.063995,3.299330349620069,1.7264701767384343,14330550.0,40197.0
2015-06-30,257.036011,263.071991,2.321152905674551,1.7351460511938646,14329950.0,33375.0
2015-07-01,263.345001,258.621002,-1.8101286135810069,1.6484797234496147,14337675.0,29052.0
2015-07-02,258.552002,255.412003,-1.2218902633609707,1.6710529789956239,14341725.0,27119.0
2015-07-03,255.459,256.335999,0.3427152903423215,1.669718285133687,14341475.0,25771.0
2015-07-04,256.490997,260.885986,1.6989912053717808,1.672258053951098,14349225.0,23847.0
2015-07-05,260.804993,271.912994,4.170916531719089,1.799974964063533,14353475.0,24976.0
2015-07-06,271.108002,269.029999,-0.7694379022489878,1.8173087942747361,14353150.0,36903.0
2015-07-07,269.963013,266.207001,-1.4010755335867235,1.8241906272523183,14361025.0,29915.0
2015-07-08,265.981995,270.785004,1.7896544322192824,1.8036887870392313,14364475.0,36474.0
2015-07-09,270.826996,269.227997,-0.5921632771585169,1.815310631290931,14364700.0,30281.0
2015-07-10,269.156006,284.894012,5.682606392955996,2.0375650110433363,14372000.0,29616.0
2015-07-11,284.880005,293.11499,2.8496932842941587,2.0719555509576035,14375450.0,24645.0
2015-07-12,293.140015,310.867004,5.871481907460234,2.261878737905192,14379075.0,26775.0
2015-07-13,310.826996,292.053986,-6.229780569719917,2.6201801585631537,14376350.0,42326.0
2015-07-14,292.033997,287.463989,-1.5772626833163397,2.654786516756441,14386400.0,50267.0
2015-07-15,288.045013,285.82901,-0.7722998168857791,2.664300315834833,14389800.0,38595.0
2015-07-16,286.041992,278.088989,-2.8197458432188824,2.550202298882071,14387675.0,35125.0
2015-07-17,278.091003,279.471985,0.4953645968863724,2.543853132871721,14397400.0,29831.0
2015-07-18,279.330994,274.901001,-1.5986400588546261,2.567783637697739,14400975.0,25985.0
2015-07-19,274.766998,273.614014,-0.42050533251027616,2.5405447745339518,14399175.0,25071.0
2015-07-20,273.498993,278.980988,1.9845696176347376,2.5572599466798165,14408075.0,36888.0
2015-07-21,278.881989,275.833008,-1.0993074719885854,2.5674736489861467,14411750.0,30095.0
2015-07-22,275.657013,277.221985,0.5661188742258306,2.563055382331421,14410800.0,44651.0
2015-07-23,277.341003,276.049011,-0.46693807794425324,2.553510577727641,14419675.0,33408.0
2015-07-24,276.005005,288.278015,4.350634475512007,2.6232845045006625,14423500.0,28664.0
